a;Coupe min;Nombre de contractions;Rapport
3;43;38;1,131578947
3,1;5;35;0,142857143
3,2;7;35;0,2
3,3;7;35;0,2
3,4;3;34;0,088235294
3,5;34;34;1
3,6;14;34;0,411764706
3,7;15;34;0,441176471
3,8;3;33;0,090909091
3,9;6;33;0,181818182
4;42;33;1,272727273
4,1;6;33;0,181818182
4,3;3;32;0,09375
4,5;19;32;0,59375
4,6;5;32;0,15625
4,8;50;32;1,5625
5;43;32;1,34375
1,1;7;33029;0,000211935
1,2;6;2197;0,002730997
1,3;7;361;0,019390582
1,4;6;220;0,027272727
1,5;9;126;0,071428571
1,6;7;81;0,086419753
1,7;26;66;0,393939394
1,8;16;59;0,271186441
1,9;10;52;0,192307692
2;8;52;0,153846154
2,1;50;45;1,111111111
2,2;35;42;0,833333333
2,3;6;42;0,142857143
2,4;10;39;0,256410256
2,5;18;39;0,461538462
2,6;11;36;0,305555556
2,7;9;36;0,25
2,8;6;36;0,166666667
2,9;8;35;0,228571429
3;56;35;1,6
3,1;50;33;1,515151515
3,2;20;32;0,625
3,3;8;32;0,25
3,4;25;32;0,78125
3,5;71;32;2,21875
3,6;8;31;0,258064516
3,7;57;31;1,838709677
3,8;33;31;1,064516129
3,9;46;31;1,483870968
4;29;31;0,935483871
4,1;61;30;2,033333333
4,3;33;30;1,1
4,5;47;30;1,566666667
4,6;39;30;1,3
4,8;6;29;0,206896552
5;35;29;1,206896552
1,1;0;0;#DIV/0!
1,2;0;0;#DIV/0!
1,3;0;0;#DIV/0!
1,4;0;0;#DIV/0!
1,5;0;0;#DIV/0!
1,6;0;0;#DIV/0!
1,7;0;0;#DIV/0!
1,8;0;0;#DIV/0!
1,9;0;0;#DIV/0!
2;0;0;#DIV/0!
2,1;0;0;#DIV/0!
2,2;0;0;#DIV/0!
2,3;0;0;#DIV/0!
2,4;0;0;#DIV/0!
2,5;0;0;#DIV/0!
2,6;0;0;#DIV/0!
2,7;0;0;#DIV/0!
2,8;0;0;#DIV/0!
2,9;0;0;#DIV/0!
3;0;0;#DIV/0!
3,1;0;0;#DIV/0!
3,2;0;0;#DIV/0!
3,3;0;0;#DIV/0!
3,4;0;0;#DIV/0!
3,5;0;0;#DIV/0!
3,6;0;0;#DIV/0!
3,7;0;0;#DIV/0!
3,8;0;0;#DIV/0!
3,9;0;0;#DIV/0!
4;0;0;#DIV/0!
4,1;0;0;#DIV/0!
4,3;0;0;#DIV/0!
4,5;0;0;#DIV/0!
4,6;0;0;#DIV/0!
4,8;0;0;#DIV/0!
5;0;0;#DIV/0!
1,1;0;258;0
1,2;0;71;0
1,3;0;26;0
1,4;0;26;0
1,5;0;19;0
1,6;0;17;0
1,7;0;16;0
1,8;0;14;0
1,9;0;13;0
2;0;13;0
2,1;0;13;0
2,2;0;12;0
2,3;0;12;0
2,4;0;12;0
2,5;0;12;0
2,6;0;11;0
2,7;0;11;0
2,8;0;11;0
2,9;0;11;0
3;0;11;0
3,1;0;11;0
3,2;0;11;0
3,3;0;10;0
3,4;0;10;0
3,5;0;10;0
3,6;0;10;0
3,7;0;10;0
3,8;0;10;0
3,9;0;10;0
4;0;10;0
4,1;0;10;0
4,3;0;10;0
4,5;0;10;0
4,6;0;10;0
4,8;0;10;0
5;0;10;0
1,1;2;31;0,064516129
1,2;2;16;0,125
1,3;2;10;0,2
1,4;2;10;0,2
1,5;2;7;0,285714286
1,6;2;7;0,285714286
1,7;2;7;0,285714286
1,8;5;6;0,833333333
1,9;5;6;0,833333333
2;2;6;0,333333333
2,1;5;6;0,833333333
2,2;5;6;0,833333333
2,3;2;6;0,333333333
2,4;2;5;0,4
2,5;2;5;0,4
2,6;2;5;0,4
2,7;5;5;1
2,8;2;5;0,4
2,9;2;5;0,4
3;5;5;1
3,1;5;5;1
3,2;5;5;1
3,3;2;5;0,4
3,4;5;5;1
3,5;5;5;1
3,6;2;5;0,4
3,7;5;5;1
3,8;5;5;1
3,9;5;5;1
4;2;5;0,4
4,1;2;5;0,4
4,3;5;5;1
4,5;2;5;0,4
4,6;2;5;0,4
4,8;2;5;0,4
5;2;5;0,4
1,1;7;255;0,02745098
1,2;9;66;0,136363636
1,3;7;23;0,304347826
1,4;8;23;0,347826087
1,5;9;16;0,5625
1,6;14;14;1
1,7;20;11;1,818181818
1,8;7;11;0,636363636
1,9;23;11;2,090909091
2;16;11;1,454545455
2,1;7;10;0,7
2,2;15;10;1,5
2,3;7;10;0,7
2,4;7;10;0,7
2,5;23;10;2,3
2,6;13;9;1,444444444
2,7;7;9;0,777777778
2,8;9;9;1
2,9;21;9;2,333333333
3;9;9;1
3,1;7;9;0,777777778
3,2;16;9;1,777777778
3,3;21;9;2,333333333
3,4;23;8;2,875
3,5;15;8;1,875
3,6;8;8;1
3,7;9;8;1,125
3,8;23;8;2,875
3,9;14;8;1,75
4;22;8;2,75
4,1;21;8;2,625
4,3;25;8;3,125
4,5;21;8;2,625
4,6;9;8;1,125
4,8;20;8;2,5
5;8;8;1
1,1;4;2062;0,001939864
1,2;4;289;0,01384083
1,3;4;88;0,045454545
1,4;4;57;0,070175439
1,5;13;42;0,30952381
1,6;21;35;0,6
1,7;27;29;0,931034483
1,8;5;26;0,192307692
1,9;4;25;0,16
2;10;25;0,4
2,1;9;23;0,391304348
2,2;6;22;0,272727273
2,3;5;22;0,227272727
2,4;6;20;0,3
2,5;10;19;0,526315789
2,6;7;19;0,368421053
2,7;27;19;1,421052632
2,8;18;19;0,947368421
2,9;25;18;1,388888889
3;13;18;0,722222222
3,1;13;18;0,722222222
3,2;9;18;0,5
3,3;27;18;1,5
3,4;7;18;0,388888889
3,5;23;17;1,352941176
3,6;26;17;1,529411765
3,7;25;17;1,470588235
3,8;10;17;0,588235294
3,9;13;17;0,764705882
4;6;17;0,352941176
4,1;10;17;0,588235294
4,3;9;16;0,5625
4,5;4;16;0,25
4,6;6;16;0,375
4,8;21;16;1,3125
5;23;16;1,4375
1,1;0;0;#DIV/0!
1,2;0;0;#DIV/0!
1,3;0;0;#DIV/0!
1,4;0;0;#DIV/0!
1,5;0;0;#DIV/0!
1,6;0;0;#DIV/0!
1,7;0;0;#DIV/0!
1,8;0;0;#DIV/0!
1,9;0;0;#DIV/0!
2;0;0;#DIV/0!
2,1;0;0;#DIV/0!
2,2;0;0;#DIV/0!
2,3;0;0;#DIV/0!
2,4;0;0;#DIV/0!
2,5;0;0;#DIV/0!
2,6;0;0;#DIV/0!
2,7;0;0;#DIV/0!
2,8;0;0;#DIV/0!
2,9;0;0;#DIV/0!
3;0;0;#DIV/0!
3,1;0;0;#DIV/0!
3,2;0;0;#DIV/0!
3,3;0;0;#DIV/0!
3,4;0;0;#DIV/0!
3,5;0;0;#DIV/0!
3,6;0;0;#DIV/0!
3,7;0;0;#DIV/0!
3,8;0;0;#DIV/0!
3,9;0;0;#DIV/0!
4;0;0;#DIV/0!
4,1;0;0;#DIV/0!
4,3;0;0;#DIV/0!
4,5;0;0;#DIV/0!
4,6;0;0;#DIV/0!
4,8;0;0;#DIV/0!
5;0;0;#DIV/0!
1,1;23;33029;0,000696358
1,2;23;2197;0,010468821
1,3;25;361;0,069252078
1,4;26;220;0,118181818
1,5;25;126;0,198412698
1,6;27;81;0,333333333
1,7;26;66;0,393939394
1,8;70;59;1,186440678
1,9;95;52;1,826923077
2;50;52;0,961538462
2,1;25;45;0,555555556
2,2;109;42;2,595238095
2,3;23;42;0,547619048
2,4;25;39;0,641025641
2,5;26;39;0,666666667
2,6;47;36;1,305555556
2,7;155;36;4,305555556
2,8;50;36;1,388888889
2,9;153;35;4,371428571
3;91;35;2,6
3,1;72;33;2,181818182
3,2;68;32;2,125
3,3;109;32;3,40625
3,4;176;32;5,5
3,5;49;32;1,53125
3,6;123;31;3,967741935
3,7;23;31;0,741935484
3,8;152;31;4,903225806
3,9;159;31;5,129032258
4;111;31;3,580645161
4,1;73;30;2,433333333
4,3;91;30;3,033333333
4,5;25;30;0,833333333
4,6;48;30;1,6
4,8;162;29;5,586206897
5;166;29;5,724137931
1,1;21;16511;0,001271879
1,2;19;1104;0,017210145
1,3;21;184;0,114130435
1,4;22;121;0,181818182
1,5;21;84;0,25
1,6;73;54;1,351851852
1,7;22;54;0,407407407
1,8;41;47;0,872340426
1,9;41;44;0,931818182
2;22;44;0,5
2,1;76;37;2,054054054
2,2;23;34;0,676470588
2,3;44;34;1,294117647
2,4;62;34;1,823529412
2,5;22;31;0,709677419
2,6;102;31;3,290322581
2,7;42;28;1,5
2,8;90;28;3,214285714
2,9;22;28;0,785714286
3;60;28;2,142857143
3,1;79;27;2,925925926
3,2;22;27;0,814814815
3,3;91;27;3,37037037
3,4;79;27;2,925925926
3,5;74;26;2,846153846
3,6;104;26;4
3,7;130;26;5
3,8;77;26;2,961538462
3,9;21;26;0,807692308
4;126;26;4,846153846
4,1;100;25;4
4,3;79;25;3,16
4,5;122;25;4,88
4,6;94;25;3,76
4,8;63;25;2,52
5;44;24;1,833333333
1,1;4;31;0,129032258
1,2;5;16;0,3125
1,3;5;10;0,5
1,4;4;10;0,4
1,5;9;7;1,285714286
1,6;5;7;0,714285714
1,7;5;7;0,714285714
1,8;5;6;0,833333333
1,9;5;6;0,833333333
2;8;6;1,333333333
2,1;5;6;0,833333333
2,2;5;6;0,833333333
2,3;5;6;0,833333333
2,4;7;5;1,4
2,5;5;5;1
2,6;5;5;1
2,7;8;5;1,6
2,8;5;5;1
2,9;11;5;2,2
3;5;5;1
3,1;9;5;1,8
3,2;8;5;1,6
3,3;5;5;1
3,4;5;5;1
3,5;8;5;1,6
3,6;8;5;1,6
3,7;8;5;1,6
3,8;5;5;1
3,9;8;5;1,6
4;9;5;1,8
4,1;7;5;1,4
4,3;5;5;1
4,5;10;5;2
4,6;10;5;2
4,8;8;5;1,6
5;8;5;1,6
1,1;3;66053;4,54181E-05
1,2;4;2215;0,001805869
1,3;3;371;0,008086253
1,4;3;225;0,013333333
1,5;4;132;0,03030303
1,6;4;86;0,046511628
1,7;4;71;0,056338028
1,8;6;62;0,096774194
1,9;4;55;0,072727273
2;5;55;0,090909091
2,1;4;48;0,083333333
2,2;8;45;0,177777778
2,3;10;45;0,222222222
2,4;8;44;0,181818182
2,5;6;42;0,142857143
2,6;5;41;0,12195122
2,7;3;41;0,073170732
2,8;5;38;0,131578947
2,9;20;38;0,526315789
3;9;38;0,236842105
3,1;5;35;0,142857143
3,2;7;35;0,2
3,3;19;35;0,542857143
3,4;23;34;0,676470588
3,5;7;34;0,205882353
3,6;36;34;1,058823529
3,7;8;34;0,235294118
3,8;20;33;0,606060606
3,9;11;33;0,333333333
4;25;33;0,757575758
4,1;5;33;0,151515152
4,3;49;32;1,53125
4,5;11;32;0,34375
4,6;4;32;0,125
4,8;6;32;0,1875
5;32;32;1
1,1;8;512;0,015625
1,2;8;134;0,059701493
1,3;8;41;0,195121951
1,4;10;26;0,384615385
1,5;9;26;0,346153846
1,6;10;19;0,526315789
1,7;10;19;0,526315789
1,8;32;16;2
1,9;29;16;1,8125
2;10;16;0,625
2,1;29;13;2,230769231
2,2;8;13;0,615384615
2,3;18;13;1,384615385
2,4;29;13;2,230769231
2,5;10;12;0,833333333
2,6;11;12;0,916666667
2,7;18;12;1,5
2,8;10;12;0,833333333
2,9;10;12;0,833333333
3;9;12;0,75
3,1;9;11;0,818181818
3,2;32;11;2,909090909
3,3;10;11;0,909090909
3,4;18;11;1,636363636
3,5;24;11;2,181818182
3,6;18;11;1,636363636
3,7;10;11;0,909090909
3,8;17;11;1,545454545
3,9;26;11;2,363636364
4;28;11;2,545454545
4,1;25;10;2,5
4,3;32;10;3,2
4,5;31;10;3,1
4,6;32;10;3,2
4,8;18;10;1,8
5;10;10;1
1,1;16;66053;0,00024223
1,2;16;2215;0,007223476
1,3;19;371;0,051212938
1,4;17;225;0,075555556
1,5;19;132;0,143939394
1,6;41;86;0,476744186
1,7;56;71;0,788732394
1,8;21;62;0,338709677
1,9;35;55;0,636363636
2;23;55;0,418181818
2,1;18;48;0,375
2,2;22;45;0,488888889
2,3;58;45;1,288888889
2,4;23;44;0,522727273
2,5;117;42;2,785714286
2,6;20;41;0,487804878
2,7;77;41;1,87804878
2,8;96;38;2,526315789
2,9;39;38;1,026315789
3;18;38;0,473684211
3,1;150;35;4,285714286
3,2;111;35;3,171428571
3,3;21;35;0,6
3,4;109;34;3,205882353
3,5;58;34;1,705882353
3,6;50;34;1,470588235
3,7;56;34;1,647058824
3,8;61;33;1,848484848
3,9;140;33;4,242424242
4;157;33;4,757575758
4,1;110;33;3,333333333
4,3;22;32;0,6875
4,5;17;32;0,53125
4,6;82;32;2,5625
4,8;75;32;2,34375
5;60;32;1,875
1,1;16;16447;0,000972822
1,2;16;1096;0,01459854
1,3;34;182;0,186813187
1,4;20;113;0,17699115
1,5;20;82;0,243902439
1,6;21;53;0,396226415
1,7;19;50;0,38
1,8;32;43;0,744186047
1,9;83;43;1,930232558
2;18;36;0,5
2,1;100;33;3,03030303
2,2;20;33;0,606060606
2,3;53;33;1,606060606
2,4;68;30;2,266666667
2,5;19;30;0,633333333
2,6;21;29;0,724137931
2,7;79;27;2,925925926
2,8;81;27;3
2,9;55;26;2,115384615
3;106;26;4,076923077
3,1;22;26;0,846153846
3,2;20;26;0,769230769
3,3;112;25;4,48
3,4;54;25;2,16
3,5;68;25;2,72
3,6;92;25;3,68
3,7;21;25;0,84
3,8;78;25;3,12
3,9;39;24;1,625
4;69;24;2,875
4,1;102;24;4,25
4,3;66;24;2,75
4,5;94;24;3,916666667
4,6;98;24;4,083333333
4,8;37;23;1,608695652
5;95;23;4,130434783
1,1;7;1026;0,006822612
1,2;8;143;0,055944056
1,3;7;50;0,14
1,4;9;50;0,18
1,5;20;35;0,571428571
1,6;8;22;0,363636364
1,7;24;22;1,090909091
1,8;8;19;0,421052632
1,9;10;19;0,526315789
2;8;19;0,421052632
2,1;12;16;0,75
2,2;8;16;0,5
2,3;29;16;1,8125
2,4;19;15;1,266666667
2,5;22;15;1,466666667
2,6;23;15;1,533333333
2,7;7;15;0,466666667
2,8;22;15;1,466666667
2,9;35;14;2,5
3;32;14;2,285714286
3,1;32;14;2,285714286
3,2;21;14;1,5
3,3;15;14;1,071428571
3,4;33;14;2,357142857
3,5;22;14;1,571428571
3,6;7;13;0,538461538
3,7;10;13;0,769230769
3,8;7;13;0,538461538
3,9;22;13;1,692307692
4;8;13;0,615384615
4,1;28;13;2,153846154
4,3;25;13;1,923076923
4,5;36;13;2,769230769
4,6;7;13;0,538461538
4,8;20;12;1,666666667
5;36;12;3
1,1;3;2054;0,001460565
1,2;3;273;0,010989011
1,3;3;86;0,034883721
1,4;3;53;0,056603774
1,5;7;38;0,184210526
1,6;3;31;0,096774194
1,7;3;27;0,111111111
1,8;4;24;0,166666667
1,9;6;24;0,25
2;13;24;0,541666667
2,1;4;21;0,19047619
2,2;3;21;0,142857143
2,3;14;18;0,777777778
2,4;17;18;0,944444444
2,5;16;18;0,888888889
2,6;7;18;0,388888889
2,7;6;17;0,352941176
2,8;23;17;1,352941176
2,9;14;17;0,823529412
3;4;17;0,235294118
3,1;5;17;0,294117647
3,2;16;16;1
3,3;3;16;0,1875
3,4;8;16;0,5
3,5;6;16;0,375
3,6;4;16;0,25
3,7;16;16;1
3,8;11;16;0,6875
3,9;4;16;0,25
4;10;16;0,625
4,1;11;15;0,733333333
4,3;16;15;1,066666667
4,5;3;15;0,2
4,6;4;15;0,266666667
4,8;20;15;1,333333333
5;4;15;0,266666667
1,1;3;16511;0,000181697
1,2;3;1104;0,002717391
1,3;3;184;0,016304348
1,4;3;121;0,024793388
1,5;4;84;0,047619048
1,6;5;54;0,092592593
1,7;3;54;0,055555556
1,8;3;47;0,063829787
1,9;4;44;0,090909091
2;4;44;0,090909091
2,1;8;37;0,216216216
2,2;3;34;0,088235294
2,3;9;34;0,264705882
2,4;5;34;0,147058824
2,5;7;31;0,225806452
2,6;5;31;0,161290323
2,7;4;28;0,142857143
2,8;4;28;0,142857143
2,9;6;28;0,214285714
3;6;28;0,214285714
3,1;4;27;0,148148148
3,2;4;27;0,148148148
3,3;4;27;0,148148148
3,4;7;27;0,259259259
3,5;4;26;0,153846154
3,6;4;26;0,153846154
3,7;3;26;0,115384615
3,8;4;26;0,153846154
3,9;8;26;0,307692308
4;3;26;0,115384615
4,1;3;25;0,12
4,3;7;25;0,28
4,5;19;25;0,76
4,6;3;25;0,12
4,8;20;25;0,8
5;4;24;0,166666667
1,1;2;66053;3,02787E-05
1,2;2;2215;0,000902935
1,3;3;371;0,008086253
1,4;3;225;0,013333333
1,5;3;132;0,022727273
1,6;5;86;0,058139535
1,7;2;71;0,028169014
1,8;12;62;0,193548387
1,9;7;55;0,127272727
2;3;55;0,054545455
2,1;7;48;0,145833333
2,2;5;45;0,111111111
2,3;3;45;0,066666667
2,4;26;44;0,590909091
2,5;5;42;0,119047619
2,6;3;41;0,073170732
2,7;2;41;0,048780488
2,8;7;38;0,184210526
2,9;38;38;1
3;17;38;0,447368421
3,1;20;35;0,571428571
3,2;9;35;0,257142857
3,3;11;35;0,314285714
3,4;9;34;0,264705882
3,5;2;34;0,058823529
3,6;3;34;0,088235294
3,7;41;34;1,205882353
3,8;11;33;0,333333333
3,9;9;33;0,272727273
4;12;33;0,363636364
4,1;5;33;0,151515152
4,3;31;32;0,96875
4,5;24;32;0,75
4,6;4;32;0,125
4,8;2;32;0,0625
5;37;32;1,15625
1,1;0;94;0
1,2;0;30;0
1,3;0;21;0
1,4;0;18;0
1,5;0;15;0
1,6;0;14;0
1,7;0;13;0
1,8;0;13;0
1,9;0;12;0
2;0;12;0
2,1;0;11;0
2,2;0;11;0
2,3;0;11;0
2,4;0;11;0
2,5;0;11;0
2,6;0;11;0
2,7;0;11;0
2,8;0;11;0
2,9;0;11;0
3;0;11;0
3,1;0;11;0
3,2;0;11;0
3,3;0;11;0
3,4;0;11;0
3,5;0;11;0
3,6;0;11;0
3,7;0;11;0
3,8;0;11;0
3,9;0;11;0
4;0;11;0
4,1;0;11;0
4,3;0;11;0
4,5;0;11;0
4,6;0;11;0
4,8;0;11;0
5;0;11;0
1,1;0;0;#DIV/0!
1,2;0;0;#DIV/0!
1,3;0;0;#DIV/0!
1,4;0;0;#DIV/0!
1,5;0;0;#DIV/0!
1,6;0;0;#DIV/0!
1,7;0;0;#DIV/0!
1,8;0;0;#DIV/0!
1,9;0;0;#DIV/0!
2;0;0;#DIV/0!
2,1;0;0;#DIV/0!
2,2;0;0;#DIV/0!
2,3;0;0;#DIV/0!
2,4;0;0;#DIV/0!
2,5;0;0;#DIV/0!
2,6;0;0;#DIV/0!
2,7;0;0;#DIV/0!
2,8;0;0;#DIV/0!
2,9;0;0;#DIV/0!
3;0;0;#DIV/0!
3,1;0;0;#DIV/0!
3,2;0;0;#DIV/0!
3,3;0;0;#DIV/0!
3,4;0;0;#DIV/0!
3,5;0;0;#DIV/0!
3,6;0;0;#DIV/0!
3,7;0;0;#DIV/0!
3,8;0;0;#DIV/0!
3,9;0;0;#DIV/0!
4;0;0;#DIV/0!
4,1;0;0;#DIV/0!
4,3;0;0;#DIV/0!
4,5;0;0;#DIV/0!
4,6;0;0;#DIV/0!
4,8;0;0;#DIV/0!
5;0;0;#DIV/0!
1,1;5;1026;0,004873294
1,2;5;143;0,034965035
1,3;5;50;0,1
1,4;5;50;0,1
1,5;5;35;0,142857143
1,6;5;22;0,227272727
1,7;5;22;0,227272727
1,8;5;19;0,263157895
1,9;14;19;0,736842105
2;5;19;0,263157895
2,1;13;16;0,8125
2,2;22;16;1,375
2,3;11;16;0,6875
2,4;23;15;1,533333333
2,5;5;15;0,333333333
2,6;18;15;1,2
2,7;9;15;0,6
2,8;23;15;1,533333333
2,9;12;14;0,857142857
3;5;14;0,357142857
3,1;6;14;0,428571429
3,2;5;14;0,357142857
3,3;20;14;1,428571429
3,4;20;14;1,428571429
3,5;16;14;1,142857143
3,6;17;13;1,307692308
3,7;14;13;1,076923077
3,8;22;13;1,692307692
3,9;16;13;1,230769231
4;7;13;0,538461538
4,1;5;13;0,384615385
4,3;7;13;0,538461538
4,5;15;13;1,153846154
4,6;5;13;0,384615385
4,8;25;12;2,083333333
5;15;12;1,25
1,1;1;8254;0,000121153
1,2;1;582;0,001718213
1,3;1;177;0,005649718
1,4;1;108;0,009259259
1,5;1;77;0,012987013
1,6;1;50;0,02
1,7;1;47;0,021276596
1,8;3;40;0,075
1,9;10;34;0,294117647
2;4;33;0,121212121
2,1;1;30;0,033333333
2,2;5;30;0,166666667
2,3;4;28;0,142857143
2,4;8;27;0,296296296
2,5;1;27;0,037037037
2,6;1;27;0,037037037
2,7;5;24;0,208333333
2,8;3;24;0,125
2,9;3;24;0,125
3;1;24;0,041666667
3,1;13;23;0,565217391
3,2;1;23;0,043478261
3,3;1;23;0,043478261
3,4;1;23;0,043478261
3,5;4;23;0,173913043
3,6;1;22;0,045454545
3,7;1;22;0,045454545
3,8;3;22;0,136363636
3,9;1;22;0,045454545
4;8;22;0,363636364
4,1;8;22;0,363636364
4,3;1;21;0,047619048
4,5;1;21;0,047619048
4,6;25;21;1,19047619
4,8;1;21;0,047619048
5;1;21;0,047619048
1,1;2;31;0,064516129
1,2;2;16;0,125
1,3;2;10;0,2
1,4;2;10;0,2
1,5;3;7;0,428571429
1,6;2;7;0,285714286
1,7;4;7;0,571428571
1,8;4;6;0,666666667
1,9;5;6;0,833333333
2;2;6;0,333333333
2,1;3;6;0,5
2,2;2;6;0,333333333
2,3;5;6;0,833333333
2,4;2;5;0,4
2,5;4;5;0,8
2,6;2;5;0,4
2,7;5;5;1
2,8;5;5;1
2,9;2;5;0,4
3;2;5;0,4
3,1;4;5;0,8
3,2;2;5;0,4
3,3;2;5;0,4
3,4;2;5;0,4
3,5;3;5;0,6
3,6;2;5;0,4
3,7;2;5;0,4
3,8;3;5;0,6
3,9;2;5;0,4
4;5;5;1
4,1;2;5;0,4
4,3;3;5;0,6
4,5;4;5;0,8
4,6;3;5;0,6
4,8;2;5;0,4
5;4;5;0,8
1,1;2;33025;6,05602E-05
1,2;2;2193;0,000911993
1,3;2;345;0,005797101
1,4;2;156;0,012820513
1,5;3;125;0,024
1,6;2;73;0,02739726
1,7;2;58;0,034482759
1,8;5;51;0,098039216
1,9;7;51;0,137254902
2;2;48;0,041666667
2,1;3;41;0,073170732
2,2;3;41;0,073170732
2,3;7;38;0,184210526
2,4;10;38;0,263157895
2,5;13;37;0,351351351
2,6;5;35;0,142857143
2,7;26;34;0,764705882
2,8;2;34;0,058823529
2,9;5;34;0,147058824
3;2;34;0,058823529
3,1;13;31;0,419354839
3,2;7;31;0,225806452
3,3;5;31;0,161290323
3,4;19;30;0,633333333
3,5;2;30;0,066666667
3,6;7;30;0,233333333
3,7;37;30;1,233333333
3,8;6;30;0,2
3,9;36;29;1,24137931
4;6;29;0,206896552
4,1;6;29;0,206896552
4,3;39;29;1,344827586
4,5;9;29;0,310344828
4,6;4;28;0,142857143
4,8;10;28;0,357142857
5;5;28;0,178571429
